entity_type,name,location,country,website,contact,source,discovered_at,status,mega_row_index,qa_checked_at,qa_http_status,qa_final_url,qa_source_live,qa_status,qa_error
agency,Живем дома,Волгоград,Russia,https://jivem-doma.ru/,,https://jivem-doma.ru/,2026-09-15T19:14:11Z,discovered,66,2026-09-16T05:32:32Z,000,https://jivem-doma.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,ДОН-МТ,Ростов-на-Дону,Russia,https://donmt.ru/,,https://donmt.ru/,2026-09-15T19:14:11Z,discovered,67,2026-09-16T05:32:32Z,000,https://donmt.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Городской риэлторский центр,Сочи,Russia,https://grc-sochi.ru/,,https://grc-sochi.ru/,2026-09-15T19:14:11Z,discovered,68,2026-09-16T05:32:32Z,000,https://grc-sochi.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Рост Недвижимость,Сочи,Russia,https://rost-sochi.ru/,,https://rost-sochi.ru/,2026-09-15T19:14:11Z,discovered,69,2026-09-16T05:32:32Z,000,https://rost-sochi.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Центральное агентство недвижимости,Новосибирск,Russia,https://centralnoe.ru/,,https://centralnoe.ru/,2026-09-15T19:14:11Z,discovered,70,2026-09-16T05:32:32Z,000,https://centralnoe.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Грановит,Новосибирск,Russia,https://www.granovit.ru/,,https://www.granovit.ru/,2026-09-15T19:14:11Z,discovered,71,2026-09-16T05:32:32Z,000,https://www.granovit.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Города,Новосибирск,Russia,https://goroda.pro/,,https://goroda.pro/,2026-09-15T19:14:11Z,discovered,72,2026-09-16T05:32:32Z,000,https://goroda.pro/,false,needs_manual,curl_curl: (28) Connection timed out after 3001 milliseconds
agency,Визит,Самара,Russia,https://www.vzt.ru/,,https://www.vzt.ru/,2026-09-15T19:14:11Z,discovered,73,2026-09-16T05:32:32Z,000,https://www.vzt.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Аякс,Краснодар,Russia,https://www.ayax.ru/,,https://www.ayax.ru/,2026-09-15T19:14:11Z,discovered,74,2026-09-16T05:32:32Z,000,https://www.ayax.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Региональный центр недвижимости,Иркутск,Russia,https://rcn38.ru/,,https://rcn38.ru/,2026-09-15T19:14:11Z,discovered,75,2026-09-16T05:32:32Z,000,https://rcn38.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
