project_id,source_row,source_slug,project_name,raw_developer,developer_family,mapping_basis,mapping_confidence,legal_contracting_seller,legal_seller_status,operator_or_brand_signal,district_raw,property_type_raw,location_type_evidence,official_group_source,official_project_source,source_path,source_layer,source_project_path,source_verified_at,inventory_status,registration_enabled,commercial_status,next_action,notes
PHK-P-8ef37f1ba21b,19,the-title-villa-estella,The Title Villa Estella,Rhom Bho / The Title,Rhom Bho Property / THE TITLE,existing_seed_mapping,high,unknown,not_verified,unknown,Банг Тао,villa,existing_seed,https://thetitleresidence.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=the-title-villa-estella,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-a52491d2fdf8,20,botanica-grand-avenue,Botanica Grand Avenue,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,existing_seed_mapping,high,unknown,not_verified,unknown,Чернг Талай,villa,existing_seed,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanica-grand-avenue,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-de0c726346ba,21,botanica-hythe,Botanica Hythe,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,existing_seed_mapping,high,unknown,not_verified,unknown,Чернг Талай,condo,existing_seed,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanica-hythe,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-98998a0772f1,22,botanica-four-seasons,Botanica Four Seasons,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,existing_seed_mapping,high,unknown,not_verified,unknown,Чалонг,villa,existing_seed,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanica-four-seasons,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-4f6cfd111394,23,botanica-modern-loft,Botanica Modern Loft,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,existing_seed_mapping,high,unknown,not_verified,unknown,Чернг Талай,villa,existing_seed,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanica-modern-loft,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-9c6775af26c1,24,botanica-chalong-bay,Botanica Chalong Bay,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,existing_seed_mapping,high,unknown,not_verified,unknown,Чалонг,villa,existing_seed,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanica-chalong-bay,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-b37109793036,25,botanica-foresta,Botanica Foresta,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,existing_seed_mapping,high,unknown,not_verified,unknown,Чернг Талай,villa,existing_seed,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanica-foresta,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-4c08f71e64c5,26,botanica-forestique,Botanica Forestique,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,existing_seed_mapping,high,unknown,not_verified,unknown,Чернг Талай,villa,existing_seed,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanica-forestique,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-23e78843af1a,27,botanica-prestige,Botanica Prestige,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,existing_seed_mapping,high,unknown,not_verified,unknown,Чернг Талай,villa,existing_seed,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=botanica-prestige,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-74d23ecb4dac,28,botanica-montazure,Botanica MontAzure,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,existing_seed_mapping,high,unknown,not_verified,unknown,Чернг Талай,villa,existing_seed,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanica-montazure,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row; project name contains MontAzure but raw developer is Botanica in generator.
PHK-P-18e29b7206af,29,botanica-sky-valley,Botanica Sky Valley,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,existing_seed_mapping,high,unknown,not_verified,unknown,Чернг Талай,villa,existing_seed,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanica-sky-valley,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-5b1d9691c5a2,30,botanica-wisdom,Botanica Wisdom,Botanica Luxury Phuket,Botanica Luxury Villas / AAP,existing_seed_mapping,high,unknown,not_verified,unknown,Чернг Талай,villa,existing_seed,https://www.botanicaluxuryvilla.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=botanica-wisdom,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-ff8aa10c30da,31,rhea-by-sansiri,Rhea by Sansiri,Sansiri,Sansiri PCL,existing_seed_mapping,high,unknown,not_verified,unknown,Сурин,condo,existing_seed,https://sansiri.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=rhea-by-sansiri,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-0b9bcd5be306,32,so-origin-lagoon,So Origin Lagoon,Origin PCL,Origin Property PCL,existing_seed_mapping,high,unknown,not_verified,unknown,Чернг Талай,condo,existing_seed,https://origin.co.th/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=so-origin-lagoon,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-489f0d4f663b,33,origin-residences-bangtao,Origin Residences Bangtao,Origin PCL,Origin Property PCL,existing_seed_mapping,high,unknown,not_verified,unknown,Банг Тао,condo,existing_seed,https://origin.co.th/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=origin-residences-bangtao,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-23359dbe8ac7,34,so-origin-kata,SO Origin Kata,Origin PCL,Origin Property PCL,existing_seed_mapping,high,unknown,not_verified,unknown,Ката · Карон,condo,existing_seed,https://origin.co.th/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=so-origin-kata,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-01dcb751c1f8,35,the-base-cherngtalay,The Base Cherngtalay,Sansiri,Sansiri PCL,existing_seed_mapping,high,unknown,not_verified,unknown,Чернг Талай,condo,existing_seed,https://sansiri.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=the-base-cherngtalay,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-98c792b7b6aa,36,the-base-rise,The Base Rise,Sansiri,Sansiri PCL,existing_seed_mapping,high,unknown,not_verified,unknown,Патонг,condo,existing_seed,https://sansiri.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=the-base-rise,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-fdd84bc62218,37,laguna-bayside,Laguna Bayside,Banyan Group Residences,Banyan / Laguna residences,existing_seed_mapping,high,unknown,not_verified,unknown,Чернг Талай,condo,existing_seed,https://banyangroupresidences.com/; https://www.lagunaphuket.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=laguna-bayside,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row; exact seller entity must be resolved.
PHK-P-253d0aef09e9,38,laguna-lakeside,Laguna Lakeside,Laguna Property,Banyan / Laguna residences,existing_seed_mapping,high,unknown,not_verified,unknown,Банг Тао,condo,existing_seed,https://banyangroupresidences.com/; https://www.lagunaphuket.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=laguna-lakeside,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row; operational developer alias.
PHK-P-0ff7aeaddfae,39,cassia-phuket,Cassia Phuket,Banyan Group,Banyan / Laguna residences,existing_seed_mapping,high,unknown,not_verified,unknown,Банг Тао,condo,existing_seed,https://banyangroupresidences.com/; https://www.lagunaphuket.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=cassia-phuket,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row; brand/operator vs seller must be separated.
PHK-P-1ac0b5b299d1,40,angsana-oceanview-residences,Angsana Oceanview Residences,Banyan Group / Laguna,Banyan / Laguna residences,existing_seed_mapping,high,unknown,not_verified,unknown,Банг Тао,condo,existing_seed,https://banyangroupresidences.com/; https://www.lagunaphuket.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=angsana-oceanview-residences,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row; exact seller entity required.
PHK-P-214c1ba7929e,41,banyan-tree-beach-residences-oceanus,Banyan Tree Beach Residences Oceanus,Laguna Property,Banyan / Laguna residences,existing_seed_mapping,high,unknown,not_verified,unknown,Банг Тао,condo,existing_seed,https://banyangroupresidences.com/; https://www.lagunaphuket.com/,,ru/wegc-catalog-data.js,market,/ru/zhk.html?p=banyan-tree-beach-residences-oceanus,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row; exact seller entity required.
PHK-P-7085e9b7f0dd,42,andamanda-phuket,Andamanda Phuket,Andamanda,Andamanda,existing_seed_mapping,medium,unknown,not_verified,unknown,Май Кхао,condo,existing_seed,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=andamanda-phuket,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row; group/legal seller requires primary-source verification.
PHK-P-07e9209d5613,43,the-zero-bang-tao,The Zero Bang Tao,The Zero,The Zero Phuket / Zero Developments,existing_seed_mapping,high,unknown,not_verified,unknown,Банг Тао,condo,existing_seed,https://thezerophuket.com/,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=the-zero-bang-tao,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-e4ee7ec36a25,44,the-zero-nai-yang,The Zero Nai Yang,The Zero,The Zero Phuket / Zero Developments,existing_seed_mapping,high,unknown,not_verified,unknown,Най Янг,condo,existing_seed,https://thezerophuket.com/,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=the-zero-nai-yang,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-262239dce48c,45,silhouette-by-the-zero,Silhouette by The Zero,The Zero,The Zero Phuket / Zero Developments,existing_seed_mapping,high,unknown,not_verified,unknown,Най Янг,condo,existing_seed,https://thezerophuket.com/,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=silhouette-by-the-zero,,not_verified,false,not_verified,verify_project_seller_terms_inventory_and_lead_rules,EXTRA_EN row.
PHK-P-904a1a3a0325,46,6-avenyu,6 Авеню,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Сурин,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=6-avenyu,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-d8e2faec4cc8,47,8-atele,8 Ателье,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=8-atele,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-6cc3594c44fd,48,arise-vaib-kondominium,Arise Вайб Кондоминиум,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=arise-vaib-kondominium,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-6fad6ee372dc,49,base-cherngtalei,Base Чернгталей,Sansiri,Sansiri PCL,generator_alias_candidate,low,unknown,not_verified,unknown,Чернг Талай,condo,catalog_generator_candidate,https://sansiri.com/,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=base-cherngtalei,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-496ad64f8fe8,50,bliss-hideaway-rawai,Bliss Hideaway Rawai,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Раваи,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=bliss-hideaway-rawai,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-25818b2285be,51,canraiz-garden,Cанрайз Гарден,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=canraiz-garden,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-fd9bcd1ad410,52,grand-view-residences-lagoon,Grand View Residences Lagoon,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=grand-view-residences-lagoon,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-93a2a56e6fc3,53,qabalah-villas,Qabalah виллас,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,villa,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=qabalah-villas,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-270859c24be0,54,avana-laksheri-villas,Авана Лакшери Виллас,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Лаян,villa,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=avana-laksheri-villas,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-e263548b8bcd,55,aziya-baan-villa,Азия Баан Вилла,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,villa,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=aziya-baan-villa,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-ada4c187761f,56,ailin-villas,Айлин Виллас,Aileen,Aileen,generator_alias_candidate,low,unknown,not_verified,unknown,Най Янг,villa,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=ailin-villas,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-92c48ea5576b,57,ailin-villas-6-faza,Айлин Виллас 6 фаза,Aileen,Aileen,generator_alias_candidate,low,unknown,not_verified,unknown,Найтон,villa,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=ailin-villas-6-faza,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-4b317f9aae67,58,ailin-villas-vtoraya-faza,Айлин Виллас вторая фаза,Aileen,Aileen,generator_alias_candidate,low,unknown,not_verified,unknown,Найтон,villa,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=ailin-villas-vtoraya-faza,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-52e3b2aa66f3,59,ailin-villas-ravaii,Айлин Виллас Равайи,Aileen,Aileen,generator_alias_candidate,low,unknown,not_verified,unknown,Раваи,villa,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=ailin-villas-ravaii,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-e83514bc1b01,60,ailin-rezidens-bangtao,Айлин Резиденс Бангтао,Aileen,Aileen,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=ailin-rezidens-bangtao,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-ec749ef12acd,61,ailin-rezidens-lagun,Айлин Резиденс Лагун,Aileen,Aileen,generator_alias_candidate,low,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=ailin-rezidens-lagun,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-89898a5894a9,62,ailend-kollekshn,Айлэнд Коллекшн,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Банг Тао,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=ailend-kollekshn,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-016b84073b62,63,akara-pul-villa,Акара Пул Вилла,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Найтон,villa,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=akara-pul-villa,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-8ae92868ec15,64,akva-villas,Аква Виллас,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Раваи,villa,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=akva-villas,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-5beb6e8457cb,65,akella,Акелла,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Пхукет,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=akella,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-713183cd82d4,66,akra,Акра,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Лаян,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=akra,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-39c44032c1f2,67,akra-vtoraya-faza,Акра Вторая Фаза,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Лаян,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=akra-vtoraya-faza,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
PHK-P-4fad620348fb,68,aktsenta-phuket,Акцента Пхукет,по запросу,unknown,unresolved,unknown,unknown,not_verified,unknown,Ката · Карон,condo,catalog_generator_candidate,,,ru/wegc-catalog-data.js,market,/ru/podbor.html?project=aktsenta-phuket,,not_verified,false,not_verified,resolve_project_and_family_before_commercial_verification,Preserved source index; generator may infer group/district/type from project wording. Not current inventory.
