entity_type,name,location,country,website,contact,source,discovered_at,status,mega_row_index,qa_checked_at,qa_http_status,qa_final_url,qa_source_live,qa_status,qa_error
agency,4 КОМНАТЫ,Воронеж,Russia,https://an4k.ru/,,https://an4k.ru/,2026-09-15T19:14:11Z,discovered,86,2026-09-16T05:33:27Z,000,https://an4k.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3005 milliseconds
agency,Цитадель-А,Саратов,Russia,https://citadel-a.ru/,,https://citadel-a.ru/,2026-09-15T19:14:11Z,discovered,87,2026-09-16T05:33:27Z,000,https://citadel-a.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3003 milliseconds
agency,Вектор-Недвижимость,Ярославль,Russia,https://vektor.life/,,https://vektor.life/,2026-09-15T19:14:11Z,discovered,88,2026-09-16T05:33:27Z,000,https://vektor.life/,false,needs_manual,curl_curl: (28) Connection timed out after 3003 milliseconds
agency,Высоцкий Эстейт,Хабаровск,Russia,https://vysotsky.estate/,,https://vysotsky.estate/,2026-09-15T19:14:11Z,discovered,89,2026-09-16T05:33:27Z,000,https://vysotsky.estate/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Квадрат,Оренбург,Russia,https://novostrojki-orenburga.ru/,,https://novostrojki-orenburga.ru/,2026-09-15T19:14:11Z,discovered,90,2026-09-16T05:33:27Z,000,https://novostrojki-orenburga.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3003 milliseconds
agency,1-я Гильдия недвижимости,Оренбург,Russia,https://1gbn.ru/,,https://1gbn.ru/,2026-09-15T19:14:11Z,discovered,91,2026-09-16T05:33:27Z,000,https://1gbn.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Руснедвижимость,Киров,Russia,https://rusned.ru/,,https://rusned.ru/,2026-09-15T19:14:11Z,discovered,92,2026-09-16T05:33:27Z,000,https://rusned.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Хлынов Град,Киров,Russia,https://hlgrad43.ru/,,https://hlgrad43.ru/,2026-09-15T19:14:11Z,discovered,93,2026-09-16T05:33:27Z,000,https://hlgrad43.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3001 milliseconds
agency,Регистрационное бюро,Киров,Russia,https://regburokirov.ru/,,https://regburokirov.ru/,2026-09-15T19:14:11Z,discovered,94,2026-09-16T05:33:27Z,000,https://regburokirov.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Бизнес и право,Киров,Russia,https://business-pravo.ru/,,https://business-pravo.ru/,2026-09-15T19:14:11Z,discovered,95,2026-09-16T05:33:27Z,000,https://business-pravo.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3001 milliseconds
agency,Люди PRO Киров,Киров,Russia,https://lyudipro.ru/,,https://lyudipro.ru/,2026-09-15T19:14:11Z,discovered,96,2026-09-16T05:33:27Z,000,https://lyudipro.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3001 milliseconds
agency,Глобус Недвижимость,Киров,Russia,https://globus43.ru/,,https://globus43.ru/,2026-09-15T19:14:11Z,discovered,97,2026-09-16T05:33:27Z,000,https://globus43.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,АН Бонус,Киров,Russia,https://bonus43.ru/,,https://bonus43.ru/,2026-09-15T19:14:11Z,discovered,98,2026-09-16T05:33:27Z,000,https://bonus43.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Центр Плюс,Киров,Russia,https://centerplus43.ru/,,https://centerplus43.ru/,2026-09-15T19:14:11Z,discovered,99,2026-09-16T05:33:27Z,000,https://centerplus43.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
agency,Проспект-Недвижимость,Барнаул,Russia,https://prospekt-nedvizhimost.ru/,,https://prospekt-nedvizhimost.ru/,2026-09-15T19:14:11Z,discovered,100,2026-09-16T05:33:27Z,000,https://prospekt-nedvizhimost.ru/,false,needs_manual,curl_curl: (28) Connection timed out after 3002 milliseconds
