queue_id,entity_type,name,country,location,website,contact,source,priority,status,created_at
MEGA-0184,agency,Ключи Ташкента,Узбекистан,Ташкент,https://klyuchi.uz/,info@klyuchi.uz,https://klyuchi.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0185,agency,TENCORP,Узбекистан,Ташкент,https://tencorp.uz/,Unknown,https://tencorp.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0186,agency,Uybor,Узбекистан,Ташкент,https://uybor.uz/,Unknown,https://uybor.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0187,agency,Imorat,Узбекистан,Ташкент,https://imorat.uz/,Unknown,https://imorat.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0188,agency,Guzal Real Estate,Узбекистан,Ташкент,https://guzal.uz/,Unknown,https://guzal.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0189,agency,Central Realty,Узбекистан,Ташкент,https://centralrealty.uz/,Unknown,https://centralrealty.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0190,agency,Ararat Realty,Армения,Ереван,https://ararat-realty.am/,Unknown,https://ararat-realty.am/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0191,agency,Tatev Realty,Армения,Ереван,https://tatevrealty.am/,Unknown,https://tatevrealty.am/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0192,agency,Royal Estate Kazakhstan,Казахстан,Алматы,https://royalestate.kz/,Unknown,https://royalestate.kz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0193,agency,Стильный дом,Беларусь,Минск,https://stilnydom.by/,Unknown,https://stilnydom.by/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0194,agency,Виват-риэлт,Беларусь,Минск,https://vivat-realt.by/,Unknown,https://vivat-realt.by/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0195,agency,Ключи01.kz,Казахстан,Алматы,https://kluchi01.kz/,01keys.kz@mail.ru,https://kluchi01.kz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0196,agency,De Costa Group,Казахстан,Алматы,https://decostagroup.kz/,Unknown,https://decostagroup.kz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0197,agency,Kentron Real Estate,Армения,Ереван,https://www.real-estate.am/,kentron@real-estate.am,https://www.real-estate.am/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0198,agency,Elate,Армения,Ереван,https://elate.am/ru/,info@elate.am,https://elate.am/ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0199,agency,Alex-R,Армения,Ереван,https://alex-r.am/ru/,Unknown,https://alex-r.am/ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0200,agency,Cascade Realty,Армения,Ереван,https://cascaderealty.am/,Unknown,https://cascaderealty.am/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0201,agency,MyRealty,Армения,Ереван,https://myrealty.am/,Unknown,https://myrealty.am/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0202,agency,Tashkent Realtor Group / ShahaR.Uz,Узбекистан,Ташкент,https://shahar.uz/,info@shahar.uz,https://shahar.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0203,agency,Крыша,Казахстан,Алматы,https://krisha.kz/,Unknown,https://krisha.kz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0204,agency,Homsters.kz,Казахстан,Алматы,https://homsters.kz/,Unknown,https://homsters.kz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0205,agency,Kazakhstan Sotheby’s International Realty,Казахстан,Алматы,https://sothebysrealty.kz/,Unknown,https://sothebysrealty.kz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0206,agency,First Realty Group,Казахстан,Алматы,https://firstrealty.kz/,Unknown,https://firstrealty.kz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0207,agency,Atameken Real Estate,Казахстан,Алматы,https://atameken-realty.kz/,Unknown,https://atameken-realty.kz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0208,agency,NIKA Estate,Казахстан,Алматы,https://nikaestate.kz/,Unknown,https://nikaestate.kz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0209,agency,Aviator Real Estate,Казахстан,Астана,https://aviator-realty.kz/,Unknown,https://aviator-realty.kz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0210,agency,Qazaqstan Realty,Казахстан,Астана,https://qazaqstanrealty.kz/,Unknown,https://qazaqstanrealty.kz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0211,agency,A-Realty,Казахстан,Шымкент,https://a-realty.kz/,Unknown,https://a-realty.kz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0212,agency,Zhilfond,Казахстан,Караганда,https://zhilfond.kz/,Unknown,https://zhilfond.kz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0213,agency,Elite Realty,Армения,Ереван,https://eliterealty.am/,Unknown,https://eliterealty.am/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0214,agency,Capital Realty,Армения,Ереван,https://capitalrealty.am/,Unknown,https://capitalrealty.am/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0215,agency,Avangard Realty,Армения,Ереван,https://avangard-realty.am/,Unknown,https://avangard-realty.am/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0216,agency,Smart Realty,Армения,Ереван,https://smartrealty.am/,Unknown,https://smartrealty.am/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0217,agency,Imot.am,Армения,Ереван,https://imot.am/,Unknown,https://imot.am/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0218,agency,Realting.uz,Узбекистан,Ташкент,https://realting.uz/,Unknown,https://realting.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0219,agency,Domtut.uz,Узбекистан,Ташкент,https://domtut.uz/,Unknown,https://domtut.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0220,agency,Uyjoy.uz,Узбекистан,Ташкент,https://uyjoy.uz/,Unknown,https://uyjoy.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0221,agency,New House Real Estate,Узбекистан,Ташкент,https://newhouse.uz/,Unknown,https://newhouse.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0222,agency,Мегаполис,Беларусь,Минск,https://megapolis.by/,Unknown,https://megapolis.by/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0223,agency,РиэлтКафе,Беларусь,Минск,https://rieltcafe.by/,Unknown,https://rieltcafe.by/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0224,agency,Агентство недвижимости Этажи,Беларусь,Брест,https://brest.etagi.com/,Unknown,https://brest.etagi.com/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0225,agency,Атлант-М Недвижимость,Беларусь,Минск,https://atlantm.by/,Unknown,https://atlantm.by/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0226,agency,Ваш риэлтор,Беларусь,Гомель,https://vashrieltor.by/,Unknown,https://vashrieltor.by/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0227,agency,Магазин недвижимости,Беларусь,Витебск,https://realtyshop.by/,Unknown,https://realtyshop.by/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0228,agency,SV Real Estate,Узбекистан,Ташкент,https://realting.uz/,Unknown,https://realting.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0229,agency,Domio,Узбекистан,Ташкент,https://realting.uz/,Unknown,https://realting.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0230,agency,RNB ESTATE,Узбекистан,Ташкент,https://realting.uz/,Unknown,https://realting.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0231,agency,SquareLab innovative property solutions,Узбекистан,Ташкент,https://realting.uz/,Unknown,https://realting.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0232,agency,Единый Центр Новостроек,Узбекистан,Ташкент,https://realting.uz/,Unknown,https://realting.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0233,agency,Human2Human,Узбекистан,Ташкент,https://realting.uz/,Unknown,https://realting.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0234,agency,Yunusabad Residence,Узбекистан,Ташкент,https://realting.uz/,Unknown,https://realting.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0235,agency,Luxe Construction Group,Узбекистан,Ташкент,https://realting.uz/,Unknown,https://realting.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0236,agency,Агентство 7 этажей,Беларусь,Минск,https://www.an7.by/,Unknown,https://www.an7.by/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0237,agency,Евразия,Казахстан,Алматы,https://eurasia01.kz/,Unknown,https://eurasia01.kz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0238,agency,Uybor.uz,Узбекистан,Ташкент,https://uybor.uz/,Unknown,https://uybor.uz/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0240,agency,РиэлтКонсалт,Russia,Омск,https://rieltconsult.ru/,info@rieltconsult.ru,https://rieltconsult.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0241,agency,Диал,Russia,Екатеринбург,https://dial93.ru/,main@dial93.ru,https://dial93.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0242,agency,Титул,Russia,Ростов-на-Дону,https://realtitul.ru/,client@realtitul.ru,https://realtitul.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0243,agency,Новая жизнь,Russia,Самара,https://www.nlre.ru/,nlre@bk.ru,https://www.nlre.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0244,agency,ГиперДОМ,Russia,Казань,https://www.giperdom.net/,agentstvo@giperdom.net,https://www.giperdom.net/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0245,agency,CentRoom,Russia,Казань,https://centroom.ru/,sale@centroom.ru,https://centroom.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0246,agency,ЧФК недвижимость,Russia,Краснодар,https://bsfc.com/,bsfc@bsfc.com,https://bsfc.com/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0247,agency,На ЮГ,Russia,Краснодар,https://www.nayug24.ru/,krd@nayug24.ru,https://www.nayug24.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0248,agency,Континент,Russia,Ростов-на-Дону,https://continent-realty.com/,kontinent-r@mail.ru,https://continent-realty.com/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0249,agency,Альмерия,Russia,Ростов-на-Дону,https://almeriy.ru/,info@almeriy.ru,https://almeriy.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0250,agency,Золотой ключик,Russia,Нижний Новгород,https://goldkeynn.ru/,bossgoldkey@mail.ru,https://goldkeynn.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0251,agency,Антей,Russia,Нижний Новгород,https://anteinn.ru/,ananteinn@mail.ru,https://anteinn.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0252,agency,Донских Недвижимость,Russia,Нижний Новгород,https://donreal.ru/,ksdonskih@yandex.ru,https://donreal.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0253,agency,РестА-НН,Russia,Нижний Новгород,https://restann.ru/,restann@yandex.ru,https://restann.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0254,agency,Хайлайт,Russia,Нижний Новгород,https://an-hl.ru/,Anhlnn@mail.ru,https://an-hl.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0255,agency,Виват-Риэлти,Russia,Нижний Новгород,https://vivatnn.ru/,vivat-rielty@mail.ru,https://vivatnn.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0256,agency,Твой дом,Russia,Пермь,https://tvoydom59.ru/,tdom_perm@mail.ru,https://tvoydom59.ru/kompanija/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0257,agency,Риэлт Сервис Омск,Russia,Омск,https://omskrs.ru/,contact@omskrs.ru,https://omskrs.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0258,agency,BOGDANOV-RIELT,Russia,Омск,https://bogdanov-rielt.ru/,andrey_bogdanov2018@mail.ru,https://bogdanov-rielt.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0259,agency,Единый Центр Недвижимости,Russia,Тюмень,https://www.ecn72.ru/,+7 (3452) 707-202,https://www.ecn72.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0261,agency,Дом Недвижимости,Russia,Екатеринбург,https://www.domnedv.ru/,2681501@mail.ru,https://www.domnedv.ru/,B, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0263,developer,Emaar Properties,UAE,Dubai,https://www.emaar.com/,unknown,https://www.emaar.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0264,developer,DAMAC Properties,UAE,Dubai,https://www.damacproperties.com/,unknown,https://www.damacproperties.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0265,developer,Nakheel / Dubai Holding,UAE,Dubai,https://www.nakheel.com/,unknown,https://www.nakheel.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0266,developer,Sobha Realty,UAE,Dubai,https://www.sobharealty.com/,unknown,https://www.sobharealty.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0267,developer,Azizi Developments,UAE,Dubai,https://www.azizidevelopments.com/,unknown,https://www.azizidevelopments.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0268,developer,Binghatti,UAE,Dubai,https://www.binghatti.com/,unknown,https://www.binghatti.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0269,developer,Ellington Properties,UAE,Dubai,https://ellingtonproperties.ae/,unknown,https://ellingtonproperties.ae/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0270,developer,Danube Properties,UAE,Dubai,https://danubeproperties.com/,unknown,https://danubeproperties.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0271,developer,Meraas / Dubai Holding,UAE,Dubai,https://meraas.com/,unknown,https://meraas.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0272,developer,Omniyat,UAE,Dubai,https://www.omniyat.com/,unknown,https://www.omniyat.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0273,developer,Select Group,UAE,Dubai,https://select-group.ae/,unknown,https://select-group.ae/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0274,developer,MAG Lifestyle Development,UAE,Dubai,https://magld.com/,unknown,https://magld.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0275,developer,Wasl Asset Management Group,UAE,Dubai,https://www.wasl.ae/,unknown,https://www.wasl.ae/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0276,developer,Aldar Properties,UAE,Dubai,https://www.aldar.com/,unknown,https://www.aldar.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0277,developer,Arada,UAE,Dubai,https://www.arada.com/,unknown,https://www.arada.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0278,developer,Sobha Limited / Sobha Hartland,UAE,Dubai,https://www.sobharealty.com/,unknown,https://www.sobharealty.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0279,developer,Dubai Properties,UAE,Dubai,https://www.dp.ae/,unknown,https://www.dp.ae/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0280,developer,Union Properties,UAE,Dubai,https://unionproperties.ae/,unknown,https://unionproperties.ae/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0281,developer,Tiger Properties,UAE,Dubai,https://www.tigerproperties.ae/,unknown,https://www.tigerproperties.ae/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0282,developer,Reportage Properties,UAE,Dubai,https://reportageproperties.com/,unknown,https://reportageproperties.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0283,developer,Iman Developers,UAE,Dubai,https://imandevelopers.com/,unknown,https://imandevelopers.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0284,developer,Prescott Development,UAE,Dubai,https://prescott.ae/,unknown,https://prescott.ae/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0285,developer,Nshama,UAE,Dubai,https://www.nshama.ae/,unknown,https://www.nshama.ae/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0286,developer,Seven Tides,UAE,Dubai,https://www.seventides.com/,unknown,https://www.seventides.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0287,developer,Vinhomes,Vietnam,Vietnam,https://vinhomes.vn/,unknown,https://vinhomes.vn/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0288,developer,Novaland,Vietnam,Vietnam,https://www.novaland.com.vn/,unknown,https://www.novaland.com.vn/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0289,developer,Sun Group,Vietnam,Vietnam,https://sungroup.com.vn/,unknown,https://sungroup.com.vn/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0290,developer,BIM Group,Vietnam,Vietnam,https://bimgroup.com/,unknown,https://bimgroup.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0291,developer,Nam Long,Vietnam,Vietnam,https://www.namlongvn.com/,unknown,https://www.namlongvn.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0292,developer,Ecopark,Vietnam,Vietnam,https://ecopark.com.vn/,unknown,https://ecopark.com.vn/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0293,developer,Masterise Homes,Vietnam,Vietnam,https://masterisehomes.com/,unknown,https://masterisehomes.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0294,developer,Nomura Real Estate Vietnam,Vietnam,Vietnam,https://nomura-re-vn.com/,unknown,https://nomura-re-vn.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0295,developer,Phu Long,Vietnam,Vietnam,https://phulong.com/,unknown,https://phulong.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0296,developer,Khang Dien,Vietnam,Vietnam,https://khangdien.com.vn/,unknown,https://khangdien.com.vn/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0297,developer,Dat Xanh Group,Vietnam,Vietnam,https://www.datxanh.vn/,unknown,https://www.datxanh.vn/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0298,developer,CEO Group,Vietnam,Vietnam,https://ceogroup.com.vn/,unknown,https://ceogroup.com.vn/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0299,developer,FLC Group,Vietnam,Vietnam,https://flc.vn/,unknown,https://flc.vn/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0300,developer,BRG Group,Vietnam,Vietnam,https://brggroup.vn/,unknown,https://brggroup.vn/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0301,developer,CapitaLand Development Vietnam,Vietnam,Vietnam,https://www.capitaland.com/vn/en.html,unknown,https://www.capitaland.com/vn/en.html,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0302,developer,Gamuda Land Vietnam,Vietnam,Vietnam,https://gamudaland.com.vn/,unknown,https://gamudaland.com.vn/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0303,developer,Keppel Vietnam,Vietnam,Vietnam,https://www.keppel.com/,unknown,https://www.keppel.com/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0304,developer,An Gia,Vietnam,Vietnam,https://angia.com.vn/,unknown,https://angia.com.vn/,A, 준비ed_no_send,2026-09-15T19:14:11Z
MEGA-0305,developer,Phat Dat,Vietnam,Vietnam,https://www.phatdat.com.vn/,unknown,https://www.phatdat.com.vn/,A, 준비ed_no_send,2026-09-15T19:14:11Z
