rank,company,city,website,public_contact,priority_tier,contact_status,source_url,checked_at,why_relevant,next_action
67,Новые Дома,Пермь,https://noviedoma24.ru/,,A,source_verified_contact_pending,https://noviedoma24.ru/,2026-09-15,"New-build positioning aligns with MIRA target segment","Find partnership contact and investment audience signal"
68,АН GOOD,Пермь,https://an-good.ru/,,B,source_verified_contact_pending,https://an-good.ru/,2026-09-15,"Independent agency in major regional market","Find decision maker and sales specialization"
69,ЛЕДОН,Омск,https://ledon.ru/,,A,source_verified_contact_pending,https://ledon.ru/,2026-09-15,"Established Omsk agency and launch-region fit","Find owner/commercial contact"
70,АВЕСТА,Омск,https://avestaomsk.ru/,,A,source_verified_contact_pending,https://avestaomsk.ru/,2026-09-15,"Regional agency with broad residential market presence","Find partnership owner"
71,Квартсервис,Омск,https://kvartservice.ru/,,B,source_verified_contact_pending,https://kvartservice.ru/,2026-09-15,"Independent regional agency candidate","Verify decision maker and activity"
72,Доверие,Омск,https://www.doverie-omsk.ru/,,B,source_verified_contact_pending,https://www.doverie-omsk.ru/,2026-09-15,"Additional Omsk agency for regional pilot depth","Find owner/commercial contact"
73,СТАН,Уфа,https://stan-ufa.ru/,,A,source_verified_contact_pending,https://stan-ufa.ru/,2026-09-15,"Regional agency in major city and suitable overseas-extension prospect","Find partnership decision maker"
74,Адресат,Волгоград,https://adresat.pro/,,A,source_verified_contact_pending,https://adresat.pro/,2026-09-15,"Volgograd is a priority example market for regional-agency proposition","Find owner/commercial contact and client-base signal"
75,Живем дома,Волгоград,https://jivem-doma.ru/,,A,source_verified_contact_pending,https://jivem-doma.ru/,2026-09-15,"Strong regional candidate for testing MIRA outside capitals","Find owner/partnership contact"
76,Новый адрес,Воронеж,https://www.nov-adres.ru/,,A,source_verified_contact_pending,https://www.nov-adres.ru/,2026-09-15,"Regional agency in million-plus market","Find commercial owner and new-build activity"
77,Крайнов,Воронеж,https://krainov-vrn.ru/,,B,source_verified_contact_pending,https://krainov-vrn.ru/,2026-09-15,"Independent regional brokerage candidate","Find owner/contact and specialization"
78,РСС,Воронеж,https://rss-rielt.ru/,,B,source_verified_contact_pending,https://rss-rielt.ru/,2026-09-15,"Additional Voronezh agency for diversified launch cohort","Find direct commercial contact"
79,Орбита 72,Тюмень,https://orbita72.com/,,A,source_verified_contact_pending,https://orbita72.com/,2026-09-15,"Affluent Tyumen market may fit investment/overseas proposition","Find owner/partnership contact"
80,Центр недвижимости,Тюмень,https://newflat72.ru/,,A,source_verified_contact_pending,https://newflat72.ru/,2026-09-15,"New-build signal in affluent regional market","Find commercial decision maker"
81,Новый Город,Тюмень,https://newgorod.ru/,,A,source_verified_contact_pending,https://newgorod.ru/,2026-09-15,"Established regional agency and investment-client potential","Find owner/partnership contact"
82,ВБН,Воронеж,https://vbnvrn.ru/,,B,source_verified_contact_pending,https://vbnvrn.ru/,2026-09-15,"Independent agency candidate in large regional market","Verify activity and decision maker"
83,Поместье,Иркутск,https://www.pomestye.com/,,A,source_verified_contact_pending,https://www.pomestye.com/,2026-09-15,"Eastern Russia market strategically relevant to Asia-bound buyers","Find owner/commercial contact and premium/investment signal"
84,4 КОМНАТЫ,Воронеж,https://an4k.ru/,,B,source_verified_contact_pending,https://an4k.ru/,2026-09-15,"Independent regional agency candidate","Find owner/contact and new-build activity"
85,Цитадель-А,Саратов,https://citadel-a.ru/,,B,source_verified_contact_pending,https://citadel-a.ru/,2026-09-15,"Regional agency expands geographic coverage of launch cohort","Find commercial decision maker"
86,Квадрат,Оренбург,https://novostrojki-orenburga.ru/,,A,source_verified_contact_pending,https://novostrojki-orenburga.ru/,2026-09-15,"New-build positioning is directly relevant to MIRA proposition","Find owner/partnership contact"
87,1-я Гильдия недвижимости,Оренбург,https://1gbn.ru/,,A,source_verified_contact_pending,https://1gbn.ru/,2026-09-15,"Established regional agency brand","Find owner/commercial contact"
88,Руснедвижимость,Киров,https://rusned.ru/,,B,source_verified_contact_pending,https://rusned.ru/,2026-09-15,"Regional independent agency for non-capital pilot","Find decision maker and activity signal"
89,Хлынов Град,Киров,https://hlgrad43.ru/,,B,source_verified_contact_pending,https://hlgrad43.ru/,2026-09-15,"Local agency adds depth to regional cohort","Find owner/commercial contact"
90,Регистрационное бюро,Киров,https://regburokirov.ru/,,B,source_verified_contact_pending,https://regburokirov.ru/,2026-09-15,"Regional agency candidate","Verify real-estate sales activity and decision maker"
91,Бизнес и право,Киров,https://business-pravo.ru/,,B,source_verified_contact_pending,https://business-pravo.ru/,2026-09-15,"Potential agency/legal-advisory hybrid; needs qualification","Confirm real-estate brokerage activity before prioritization"
92,Люди PRO Киров,Киров,https://lyudipro.ru/,,A,source_verified_contact_pending,https://lyudipro.ru/,2026-09-15,"Recognizable real-estate network signal with regional presence","Resolve central/network relationship and find local decision maker"
93,Глобус Недвижимость,Киров,https://globus43.ru/,,B,source_verified_contact_pending,https://globus43.ru/,2026-09-15,"Independent regional agency prospect","Find owner/commercial contact"
94,АН Бонус,Киров,https://bonus43.ru/,,B,source_verified_contact_pending,https://bonus43.ru/,2026-09-15,"Additional regional agency prospect","Verify activity and decision maker"
95,Центр Плюс,Киров,https://centerplus43.ru/,,B,source_verified_contact_pending,https://centerplus43.ru/,2026-09-15,"Regional agency candidate","Find owner/commercial contact"
96,Огни Самары,Самара,https://ogni-samara.ru/,,A,source_verified_contact_pending,https://ogni-samara.ru/,2026-09-15,"Established Samara candidate for launch cohort","Find partnership owner"
97,АФИНА-ЦЕНТР,Самара,https://afina-center.ru/,,B,source_verified_contact_pending,https://afina-center.ru/,2026-09-15,"Independent regional agency candidate","Verify decision maker and sales focus"
98,ДОМ НА ЛАДОНИ,Самара,https://domnaladoni.ru/,,B,source_verified_contact_pending,https://domnaladoni.ru/,2026-09-15,"Regional agency candidate with consumer-facing brand","Find owner/commercial contact"
99,Амрита,Самара,https://amrita63.ru/,,B,source_verified_contact_pending,https://amrita63.ru/,2026-09-15,"Additional Samara regional prospect","Verify activity and decision maker"
100,Пять Звезд,Самара,https://an5zvezd.ru/,,B,source_verified_contact_pending,https://an5zvezd.ru/,2026-09-15,"Independent regional agency candidate","Find owner/commercial contact"
